geneSet	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	cell_line	cantype	comb
ENSG00000226965	-0.594352343441075	-1.68074690845751	0	0.000304918467453268	MDAMB468_BREAST	BRCA	ENSG00000226965.MDAMB468_BREAST
ENSG00000224818	-0.554422798679705	-1.7722399922018	0	0	MFM223_BREAST	BRCA	ENSG00000224818.MFM223_BREAST
ENSG00000268460	-0.636692327219105	-1.85390175818036	0	0	MFM223_BREAST	BRCA	ENSG00000268460.MFM223_BREAST
ENSG00000246640	-0.52469260491142	-1.68637238147143	0	0.000558432328155143	MFM223_BREAST	BRCA	ENSG00000246640.MFM223_BREAST
ENSG00000253878	-0.531949225434698	-1.70449363391318	0	0.000651504382847666	MFM223_BREAST	BRCA	ENSG00000253878.MFM223_BREAST
ENSG00000234546	-0.539854946642992	-1.73009527373953	0	0.000651504382847666	MFM223_BREAST	BRCA	ENSG00000234546.MFM223_BREAST
ENSG00000225511	-0.537264280502029	-1.72206485462437	0	0.000732942430703625	MFM223_BREAST	BRCA	ENSG00000225511.MFM223_BREAST
ENSG00000268355	-0.532737156230108	-1.71537639485019	0	0.0007818052594172	MFM223_BREAST	BRCA	ENSG00000268355.MFM223_BREAST
ENSG00000268460	-0.665344337669911	-1.7907781631777	0	0	MX1_BREAST	BRCA	ENSG00000268460.MX1_BREAST
ENSG00000224592	-0.713135757405466	-1.84212104817589	0	0	MX1_BREAST	BRCA	ENSG00000224592.MX1_BREAST
ENSG00000225511	-0.559944808016184	-1.65781019169479	0	0.000853128877858536	MX1_BREAST	BRCA	ENSG00000225511.MX1_BREAST
ENSG00000234546	-0.561239622658876	-1.65872072474145	0	0.000975004431838327	MX1_BREAST	BRCA	ENSG00000234546.MX1_BREAST
ENSG00000224818	-0.573249467537584	-1.69383773621442	0	0.000975004431838327	MX1_BREAST	BRCA	ENSG00000224818.MX1_BREAST
ENSG00000268460	-0.743462819637034	-2.1702620864843	0	0	OCUBM_BREAST	BRCA	ENSG00000268460.OCUBM_BREAST
ENSG00000253878	-0.523088685253852	-1.69330925873043	0	0.00064988774666194	OCUBM_BREAST	BRCA	ENSG00000253878.OCUBM_BREAST
ENSG00000225511	-0.514666842461224	-1.66999897786951	0	0.00097483161999291	OCUBM_BREAST	BRCA	ENSG00000225511.OCUBM_BREAST
ENSG00000234546	-0.518347858464239	-1.67865609648006	0	0.00097483161999291	OCUBM_BREAST	BRCA	ENSG00000234546.OCUBM_BREAST
ENSG00000224818	-0.532726647982542	-1.72573309214454	0	0.00097483161999291	OCUBM_BREAST	BRCA	ENSG00000224818.OCUBM_BREAST
ENSG00000253878	-0.512222174755577	-1.70243463400636	0	0.000766598524575593	SKBR3_BREAST	BRCA	ENSG00000253878.SKBR3_BREAST
ENSG00000224592	-0.615948159073363	-1.69612512656442	0.00113765642646455	0.000817705092880633	SKBR3_BREAST	BRCA	ENSG00000224592.SKBR3_BREAST
ENSG00000234546	-0.527555382696842	-1.802842672904	0	0	SKBR5_BREAST	BRCA	ENSG00000234546.SKBR5_BREAST
ENSG00000224818	-0.538997619294788	-1.83922238779028	0	0	SKBR5_BREAST	BRCA	ENSG00000224818.SKBR5_BREAST
ENSG00000224592	-0.678446049520399	-1.87147636130588	0	0	SKBR5_BREAST	BRCA	ENSG00000224592.SKBR5_BREAST
ENSG00000268460	-0.691261170989293	-2.11426544623449	0	0	SKBR5_BREAST	BRCA	ENSG00000268460.SKBR5_BREAST
ENSG00000268355	-0.507754276016103	-1.74030220373298	0	0.000127845962291	SKBR5_BREAST	BRCA	ENSG00000268355.SKBR5_BREAST
ENSG00000225511	-0.51466692540816	-1.75814760569979	0	0.000146109671189714	SKBR5_BREAST	BRCA	ENSG00000225511.SKBR5_BREAST
ENSG00000246640	-0.514121194860051	-1.76003302902645	0	0.000170461283054666	SKBR5_BREAST	BRCA	ENSG00000246640.SKBR5_BREAST
ENSG00000253878	-0.5202738362232	-1.77215902039428	0	0.000204553539665599	SKBR5_BREAST	BRCA	ENSG00000253878.SKBR5_BREAST
ENSG00000248429	-0.488121016147948	-1.6754662187641	0	0.000681845132218665	SKBR5_BREAST	BRCA	ENSG00000248429.SKBR5_BREAST
ENSG00000224592	-0.705586730065398	-1.9362176340563	0	0	SKBR7_BREAST	BRCA	ENSG00000224592.SKBR7_BREAST
ENSG00000268460	-0.602721980823431	-1.76281082938849	0	0.000510566506837152	SKBR7_BREAST	BRCA	ENSG00000268460.SKBR7_BREAST
ENSG00000268355	-0.531242784573439	-1.699142370517	0	0.000680755342449535	SKBR7_BREAST	BRCA	ENSG00000268355.SKBR7_BREAST
ENSG00000225511	-0.490453940295225	-1.8810855876006	0	0	SUM102PT_BREAST	BRCA	ENSG00000225511.SUM102PT_BREAST
ENSG00000234546	-0.50549321830361	-1.92973010352784	0	0	SUM102PT_BREAST	BRCA	ENSG00000234546.SUM102PT_BREAST
ENSG00000224818	-0.507844077057947	-1.944135017009	0	0	SUM102PT_BREAST	BRCA	ENSG00000224818.SUM102PT_BREAST
ENSG00000268460	-0.562147061182164	-1.84447020691737	0	0.000171260927191768	SUM102PT_BREAST	BRCA	ENSG00000268460.SUM102PT_BREAST
ENSG00000246640	-0.480553861654548	-1.84492310385966	0	0.000205513112630121	SUM102PT_BREAST	BRCA	ENSG00000246640.SUM102PT_BREAST
ENSG00000226965	-0.459586981150315	-1.76064938672756	0	0.000256891390787651	SUM102PT_BREAST	BRCA	ENSG00000226965.SUM102PT_BREAST
ENSG00000268355	-0.482201652063942	-1.85159577918231	0	0.000256891390787651	SUM102PT_BREAST	BRCA	ENSG00000268355.SUM102PT_BREAST
ENSG00000253878	-0.463661734238951	-1.77336603841428	0	0.000293590160900173	SUM102PT_BREAST	BRCA	ENSG00000253878.SUM102PT_BREAST
ENSG00000248429	-0.455779649191832	-1.7548606126037	0	0.000342521854383535	SUM102PT_BREAST	BRCA	ENSG00000248429.SUM102PT_BREAST
ENSG00000270605	-0.443495544168783	-1.68790434338623	0	0.000653905358368567	SUM102PT_BREAST	BRCA	ENSG00000270605.SUM102PT_BREAST
ENSG00000224592	-0.571361211084118	-1.70680679274133	0.00120336943296827	0.000719295894205424	SUM102PT_BREAST	BRCA	ENSG00000224592.SUM102PT_BREAST
ENSG00000237886	-0.432871826627049	-1.65601862901602	0	0.000948522058292867	SUM102PT_BREAST	BRCA	ENSG00000237886.SUM102PT_BREAST
ENSG00000268460	-0.633627709196306	-1.78733449454619	0	0	SUM1315MO2_BREAST	BRCA	ENSG00000268460.SUM1315MO2_BREAST
ENSG00000224592	-0.627477147987905	-1.66492527226038	0.00322580644814429	0.000845799685215422	SUM1315MO2_BREAST	BRCA	ENSG00000224592.SUM1315MO2_BREAST
ENSG00000225511	-0.539182197903742	-1.65043022163159	0	0.000869965390507291	SUM1315MO2_BREAST	BRCA	ENSG00000225511.SUM1315MO2_BREAST
ENSG00000224818	-0.586859922615163	-1.73023882516048	0	0	SUM149PT_BREAST	BRCA	ENSG00000224818.SUM149PT_BREAST
ENSG00000268460	-0.652086385373627	-1.77935546171108	0	0	SUM149PT_BREAST	BRCA	ENSG00000268460.SUM149PT_BREAST
ENSG00000224592	-0.718957248412581	-1.8034370157117	0	0	SUM149PT_BREAST	BRCA	ENSG00000224592.SUM149PT_BREAST
ENSG00000253878	-0.580287137321916	-1.70205823563307	0	0.000203819398289689	SUM149PT_BREAST	BRCA	ENSG00000253878.SUM149PT_BREAST
ENSG00000234546	-0.568993511112874	-1.67738110515052	0	0.000254774247862112	SUM149PT_BREAST	BRCA	ENSG00000234546.SUM149PT_BREAST
ENSG00000268355	-0.575858956804278	-1.70346921472494	0	0.000254774247862112	SUM149PT_BREAST	BRCA	ENSG00000268355.SUM149PT_BREAST
ENSG00000225511	-0.569445910594641	-1.67876004249566	0	0.000291170568985271	SUM149PT_BREAST	BRCA	ENSG00000225511.SUM149PT_BREAST
ENSG00000246640	-0.569449173430948	-1.68385141426453	0	0.000339698997149482	SUM149PT_BREAST	BRCA	ENSG00000246640.SUM149PT_BREAST
ENSG00000248429	-0.556744906140194	-1.65009295704984	0	0.00045293199619931	SUM149PT_BREAST	BRCA	ENSG00000248429.SUM149PT_BREAST
ENSG00000270605	-0.553831676771818	-1.62415244568157	0	0.000815277593158758	SUM149PT_BREAST	BRCA	ENSG00000270605.SUM149PT_BREAST
ENSG00000253878	-0.477822001861888	-1.73882788531487	0	0.000147520059521137	SUM159PT_BREAST	BRCA	ENSG00000253878.SUM159PT_BREAST
ENSG00000225511	-0.479799842278775	-1.75308466941853	0	0.000172106736107993	SUM159PT_BREAST	BRCA	ENSG00000225511.SUM159PT_BREAST
ENSG00000268355	-0.48074139457054	-1.76012115841409	0	0.000206528083329592	SUM159PT_BREAST	BRCA	ENSG00000268355.SUM159PT_BREAST
ENSG00000234546	-0.487453374167123	-1.78138510624342	0	0.00025816010416199	SUM159PT_BREAST	BRCA	ENSG00000234546.SUM159PT_BREAST
ENSG00000224818	-0.488622151707214	-1.78259006125835	0	0.000344213472215986	SUM159PT_BREAST	BRCA	ENSG00000224818.SUM159PT_BREAST
ENSG00000246640	-0.464545608751304	-1.70283450032357	0	0.000387240156242985	SUM159PT_BREAST	BRCA	ENSG00000246640.SUM159PT_BREAST
ENSG00000268460	-0.582390987310354	-1.81662392785685	0.00115606936282535	0.00051632020832398	SUM159PT_BREAST	BRCA	ENSG00000268460.SUM159PT_BREAST
ENSG00000248429	-0.463190580225448	-1.69925753657232	0	0.000573689120359977	SUM159PT_BREAST	BRCA	ENSG00000248429.SUM159PT_BREAST
ENSG00000225511	-0.575261537834589	-1.78069478338621	0	0	SUM185PE_BREAST	BRCA	ENSG00000225511.SUM185PE_BREAST
ENSG00000234546	-0.582763753392337	-1.7966937851979	0	0	SUM185PE_BREAST	BRCA	ENSG00000234546.SUM185PE_BREAST
ENSG00000224592	-0.700599709750141	-1.85224591540205	0	0	SUM185PE_BREAST	BRCA	ENSG00000224592.SUM185PE_BREAST
ENSG00000224818	-0.601322448435018	-1.86518260908714	0	0	SUM185PE_BREAST	BRCA	ENSG00000224818.SUM185PE_BREAST
ENSG00000268460	-0.70565076652858	-1.9993193790677	0	0	SUM185PE_BREAST	BRCA	ENSG00000268460.SUM185PE_BREAST
ENSG00000246640	-0.566062344011174	-1.75732852720563	0	0.000435482344031052	SUM185PE_BREAST	BRCA	ENSG00000246640.SUM185PE_BREAST
ENSG00000248429	-0.544998776788628	-1.69317175134126	0	0.000451611319735906	SUM185PE_BREAST	BRCA	ENSG00000248429.SUM185PE_BREAST
ENSG00000268355	-0.560485712894985	-1.73773083784691	0	0.000508062734702894	SUM185PE_BREAST	BRCA	ENSG00000268355.SUM185PE_BREAST
ENSG00000253878	-0.570277319165661	-1.76185263260282	0	0.000508062734702894	SUM185PE_BREAST	BRCA	ENSG00000253878.SUM185PE_BREAST
ENSG00000226965	-0.536870407463823	-1.66309000138309	0	0.00081290037552463	SUM185PE_BREAST	BRCA	ENSG00000226965.SUM185PE_BREAST
ENSG00000224818	-0.535297997481191	-1.79624165680066	0	0	SUM190PT_BREAST	BRCA	ENSG00000224818.SUM190PT_BREAST
ENSG00000234546	-0.538391851871827	-1.80307209942478	0	0	SUM190PT_BREAST	BRCA	ENSG00000234546.SUM190PT_BREAST
ENSG00000268460	-0.640887313183513	-1.92238021386848	0	0	SUM190PT_BREAST	BRCA	ENSG00000268460.SUM190PT_BREAST
ENSG00000246640	-0.502999452209226	-1.69160200762146	0	0.000612652608213097	SUM190PT_BREAST	BRCA	ENSG00000246640.SUM190PT_BREAST
ENSG00000225511	-0.509284949863403	-1.70898145398626	0	0.000765815760266371	SUM190PT_BREAST	BRCA	ENSG00000225511.SUM190PT_BREAST
ENSG00000268460	-0.652764682969179	-1.88601407110985	0	0	SUM225CWN_BREAST	BRCA	ENSG00000268460.SUM225CWN_BREAST
ENSG00000234546	-0.53224833477236	-1.7092476771766	0	0.000340483486550902	SUM225CWN_BREAST	BRCA	ENSG00000234546.SUM225CWN_BREAST
ENSG00000224818	-0.529800724908832	-1.70292459638629	0	0.000510725229826353	SUM225CWN_BREAST	BRCA	ENSG00000224818.SUM225CWN_BREAST
ENSG00000253878	-0.53670190298541	-1.7238839301944	0	0.000510725229826353	SUM225CWN_BREAST	BRCA	ENSG00000253878.SUM225CWN_BREAST
ENSG00000225511	-0.518339917637553	-1.66950396754407	0	0.000817160367722165	SUM225CWN_BREAST	BRCA	ENSG00000225511.SUM225CWN_BREAST
ENSG00000224818	-0.52672045124455	-1.73573005852385	0	0	SUM229PE_BREAST	BRCA	ENSG00000224818.SUM229PE_BREAST
ENSG00000224592	-0.65842867295705	-1.7959421642786	0	0	SUM229PE_BREAST	BRCA	ENSG00000224592.SUM229PE_BREAST
ENSG00000268460	-0.63356339861994	-1.86510743227426	0	0	SUM229PE_BREAST	BRCA	ENSG00000268460.SUM229PE_BREAST
ENSG00000225511	-0.50439733614653	-1.66561116099368	0	0.000679910133617122	SUM229PE_BREAST	BRCA	ENSG00000225511.SUM229PE_BREAST
ENSG00000253878	-0.511566554293919	-1.68131837169772	0	0.000764898900319262	SUM229PE_BREAST	BRCA	ENSG00000253878.SUM229PE_BREAST
ENSG00000268355	-0.508186727793778	-1.67817689728134	0	0.000815892160340546	SUM229PE_BREAST	BRCA	ENSG00000268355.SUM229PE_BREAST
ENSG00000246640	-0.565276503484501	-1.82746614926878	0	0	SUM52PE_BREAST	BRCA	ENSG00000246640.SUM52PE_BREAST
ENSG00000224592	-0.694373008098096	-1.8499724010722	0	0	SUM52PE_BREAST	BRCA	ENSG00000224592.SUM52PE_BREAST
ENSG00000268355	-0.574402435365723	-1.86074616238262	0	0	SUM52PE_BREAST	BRCA	ENSG00000268355.SUM52PE_BREAST
ENSG00000253878	-0.580819035119822	-1.86679648482084	0	0	SUM52PE_BREAST	BRCA	ENSG00000253878.SUM52PE_BREAST
ENSG00000268460	-0.704732815316916	-2.03637879972258	0	0	SUM52PE_BREAST	BRCA	ENSG00000268460.SUM52PE_BREAST
ENSG00000225511	-0.557179426371407	-1.79924906091418	0	0.000146187679556606	SUM52PE_BREAST	BRCA	ENSG00000225511.SUM52PE_BREAST
ENSG00000224818	-0.558165387854152	-1.80309106040222	0	0.000170552292816041	SUM52PE_BREAST	BRCA	ENSG00000224818.SUM52PE_BREAST
ENSG00000226965	-0.537514140131255	-1.7366783792978	0	0.000204662751379249	SUM52PE_BREAST	BRCA	ENSG00000226965.SUM52PE_BREAST
ENSG00000234546	-0.542206071625854	-1.74980804567355	0	0.000227403057088054	SUM52PE_BREAST	BRCA	ENSG00000234546.SUM52PE_BREAST
ENSG00000248429	-0.54602760575858	-1.77299197247426	0	0.000255828439224061	SUM52PE_BREAST	BRCA	ENSG00000248429.SUM52PE_BREAST
ENSG00000268460	-0.664588203674956	-1.90167384715277	0	0	SW527_BREAST	BRCA	ENSG00000268460.SW527_BREAST
ENSG00000248429	-0.540747368092788	-1.71419424825188	0	0.000341256417104365	SW527_BREAST	BRCA	ENSG00000248429.SW527_BREAST
ENSG00000224592	-0.647664705584789	-1.71690772627193	0.0022779043254238	0.000383913469242411	SW527_BREAST	BRCA	ENSG00000224592.SW527_BREAST
ENSG00000246640	-0.555478685142827	-1.76166737914044	0	0.000409507700525238	SW527_BREAST	BRCA	ENSG00000246640.SW527_BREAST
ENSG00000253878	-0.549998250816774	-1.73542851037312	0	0.000438758250562755	SW527_BREAST	BRCA	ENSG00000253878.SW527_BREAST
ENSG00000234546	-0.552691399113596	-1.74563373906066	0	0.000511884625656548	SW527_BREAST	BRCA	ENSG00000234546.SW527_BREAST
ENSG00000224818	-0.5606609180661	-1.77184489241859	0	0.000511884625656548	SW527_BREAST	BRCA	ENSG00000224818.SW527_BREAST
ENSG00000225511	-0.560989581915163	-1.77853196428009	0	0.00068251283420873	SW527_BREAST	BRCA	ENSG00000225511.SW527_BREAST
ENSG00000248429	-0.525798499446317	-1.88332989428434	0	0	T47D_BREAST	BRCA	ENSG00000248429.T47D_BREAST
ENSG00000234546	-0.530774683960701	-1.89155813554267	0	0	T47D_BREAST	BRCA	ENSG00000234546.T47D_BREAST
ENSG00000246640	-0.54264726880977	-1.9359497259625	0	0	T47D_BREAST	BRCA	ENSG00000246640.T47D_BREAST
ENSG00000268355	-0.548190101610286	-1.9586434816733	0	0	T47D_BREAST	BRCA	ENSG00000268355.T47D_BREAST
ENSG00000225511	-0.55090191203103	-1.96163391625512	0	0	T47D_BREAST	BRCA	ENSG00000225511.T47D_BREAST
ENSG00000253878	-0.555869539288098	-1.97183492327289	0	0	T47D_BREAST	BRCA	ENSG00000253878.T47D_BREAST
ENSG00000224818	-0.556858350553152	-1.98297563201646	0	0	T47D_BREAST	BRCA	ENSG00000224818.T47D_BREAST
ENSG00000268460	-0.665984106529113	-2.07216903183698	0	0	T47D_BREAST	BRCA	ENSG00000268460.T47D_BREAST
ENSG00000224592	-0.625368085268304	-1.78060447634209	0	0.000102779515595674	T47D_BREAST	BRCA	ENSG00000224592.T47D_BREAST
ENSG00000226965	-0.502195987322029	-1.79087034691615	0	0.000114199461772971	T47D_BREAST	BRCA	ENSG00000226965.T47D_BREAST
ENSG00000270605	-0.484992345086915	-1.7189057669785	0	0.000467179616343974	T47D_BREAST	BRCA	ENSG00000270605.T47D_BREAST
ENSG00000249306	-0.470121225127759	-1.67807873191276	0	0.000856495963297286	T47D_BREAST	BRCA	ENSG00000249306.T47D_BREAST
ENSG00000248429	-0.59824354933247	-1.81202634462062	0	0	UACC812_BREAST	BRCA	ENSG00000248429.UACC812_BREAST
ENSG00000268355	-0.618722722797234	-1.87378330820376	0	0	UACC812_BREAST	BRCA	ENSG00000268355.UACC812_BREAST
ENSG00000246640	-0.619745331133122	-1.87620452507081	0	0	UACC812_BREAST	BRCA	ENSG00000246640.UACC812_BREAST
ENSG00000234546	-0.622869158264623	-1.88581059114485	0	0	UACC812_BREAST	BRCA	ENSG00000234546.UACC812_BREAST
ENSG00000253878	-0.625938655715969	-1.8902145762807	0	0	UACC812_BREAST	BRCA	ENSG00000253878.UACC812_BREAST
ENSG00000225511	-0.626675863986656	-1.89317512277921	0	0	UACC812_BREAST	BRCA	ENSG00000225511.UACC812_BREAST
ENSG00000224592	-0.739152029381186	-1.91737663241884	0	0	UACC812_BREAST	BRCA	ENSG00000224592.UACC812_BREAST
ENSG00000224818	-0.64405737581906	-1.95166851699956	0	0	UACC812_BREAST	BRCA	ENSG00000224818.UACC812_BREAST
ENSG00000268460	-0.778178906236175	-2.11600982328672	0	0	UACC812_BREAST	BRCA	ENSG00000268460.UACC812_BREAST
ENSG00000226965	-0.576543774464102	-1.74064625063555	0	0.000101950354609929	UACC812_BREAST	BRCA	ENSG00000226965.UACC812_BREAST
ENSG00000270605	-0.559001221199447	-1.68318524345135	0	0.000278046421663443	UACC812_BREAST	BRCA	ENSG00000270605.UACC812_BREAST
ENSG00000237886	-0.550107530231269	-1.66956537950277	0	0.000424793144208038	UACC812_BREAST	BRCA	ENSG00000237886.UACC812_BREAST
ENSG00000249306	-0.544453674383016	-1.64433837662523	0	0.000627386797599564	UACC812_BREAST	BRCA	ENSG00000249306.UACC812_BREAST
ENSG00000182165	-0.540337168753257	-1.63874523118004	0	0.00072821681864235	UACC812_BREAST	BRCA	ENSG00000182165.UACC812_BREAST
ENSG00000230098	-0.533994094117953	-1.61154045468484	0	0.000815602836879433	UACC812_BREAST	BRCA	ENSG00000230098.UACC812_BREAST
ENSG00000268460	-0.661930558324308	-1.9041282192405	0	0	UACC893_BREAST	BRCA	ENSG00000268460.UACC893_BREAST
ENSG00000224592	-0.728203168915633	-1.96927949017022	0	0	UACC893_BREAST	BRCA	ENSG00000224592.UACC893_BREAST
ENSG00000234546	-0.544886851303257	-1.7093251512277	0	0.000364963503649635	UACC893_BREAST	BRCA	ENSG00000234546.UACC893_BREAST
ENSG00000246640	-0.547442887990466	-1.72289760715754	0	0.000417101147028154	UACC893_BREAST	BRCA	ENSG00000246640.UACC893_BREAST
ENSG00000268355	-0.55046875341852	-1.73459371410149	0	0.00048661800486618	UACC893_BREAST	BRCA	ENSG00000268355.UACC893_BREAST
ENSG00000225511	-0.558343378569099	-1.75280778030824	0	0.000583941605839416	UACC893_BREAST	BRCA	ENSG00000225511.UACC893_BREAST
ENSG00000248429	-0.524411170012634	-1.65394738337175	0	0.00064882400648824	UACC893_BREAST	BRCA	ENSG00000248429.UACC893_BREAST
ENSG00000224818	-0.559181594382256	-1.75635269031041	0	0.00072992700729927	UACC893_BREAST	BRCA	ENSG00000224818.UACC893_BREAST
ENSG00000253878	-0.562554789869843	-1.76494230689704	0	0.00097323600973236	UACC893_BREAST	BRCA	ENSG00000253878.UACC893_BREAST
ENSG00000268355	-0.560105288853478	-1.8358344484341	0	0	YMB1_BREAST	BRCA	ENSG00000268355.YMB1_BREAST
ENSG00000246640	-0.568528648857432	-1.86083451842432	0	0	YMB1_BREAST	BRCA	ENSG00000246640.YMB1_BREAST
ENSG00000253878	-0.579420330082848	-1.88611704422611	0	0	YMB1_BREAST	BRCA	ENSG00000253878.YMB1_BREAST
ENSG00000234546	-0.591624849387214	-1.93726880395793	0	0	YMB1_BREAST	BRCA	ENSG00000234546.YMB1_BREAST
ENSG00000225511	-0.596073085821691	-1.95213013113876	0	0	YMB1_BREAST	BRCA	ENSG00000225511.YMB1_BREAST
ENSG00000224818	-0.609042213196462	-1.98493954864794	0	0	YMB1_BREAST	BRCA	ENSG00000224818.YMB1_BREAST
ENSG00000268460	-0.731260201256093	-1.98688478141762	0	0	YMB1_BREAST	BRCA	ENSG00000268460.YMB1_BREAST
ENSG00000248429	-0.536279897240749	-1.76054533337556	0	0.000127167630057803	YMB1_BREAST	BRCA	ENSG00000248429.YMB1_BREAST
ENSG00000237886	-0.518425013143052	-1.69933599600147	0	0.000406936416184971	YMB1_BREAST	BRCA	ENSG00000237886.YMB1_BREAST
ENSG00000226965	-0.523082731683005	-1.70699491024919	0	0.000452151573538857	YMB1_BREAST	BRCA	ENSG00000226965.YMB1_BREAST
ENSG00000182165	-0.512087953953212	-1.68207606463034	0	0.000739884393063584	YMB1_BREAST	BRCA	ENSG00000182165.YMB1_BREAST
ENSG00000224592	-0.696697134839204	-1.65739118174376	0.00760456272800436	0.000847784200385357	YMB1_BREAST	BRCA	ENSG00000224592.YMB1_BREAST
ENSG00000270605	-0.506240871255015	-1.64881612621119	0	0.000860827034237439	YMB1_BREAST	BRCA	ENSG00000270605.YMB1_BREAST
ENSG00000249306	-0.496607783453629	-1.62082742789669	0	0.00094467382328654	YMB1_BREAST	BRCA	ENSG00000249306.YMB1_BREAST
ENSG00000226965	-0.555505173929342	-1.80195331076251	0	0	ZR751_BREAST	BRCA	ENSG00000226965.ZR751_BREAST
ENSG00000248429	-0.563067042282171	-1.83422698337002	0	0	ZR751_BREAST	BRCA	ENSG00000248429.ZR751_BREAST
ENSG00000246640	-0.587482250682393	-1.90603427704844	0	0	ZR751_BREAST	BRCA	ENSG00000246640.ZR751_BREAST
ENSG00000268355	-0.587733043872033	-1.9110545561182	0	0	ZR751_BREAST	BRCA	ENSG00000268355.ZR751_BREAST
ENSG00000253878	-0.593358089866199	-1.91409377135451	0	0	ZR751_BREAST	BRCA	ENSG00000253878.ZR751_BREAST
ENSG00000225511	-0.600047912361865	-1.9437763860821	0	0	ZR751_BREAST	BRCA	ENSG00000225511.ZR751_BREAST
ENSG00000234546	-0.602894018189939	-1.95004997923379	0	0	ZR751_BREAST	BRCA	ENSG00000234546.ZR751_BREAST
ENSG00000224592	-0.751762608443715	-2.02884957825199	0	0	ZR751_BREAST	BRCA	ENSG00000224592.ZR751_BREAST
ENSG00000224818	-0.626735255632594	-2.03639283843937	0	0	ZR751_BREAST	BRCA	ENSG00000224818.ZR751_BREAST
ENSG00000268460	-0.739573004960733	-2.16550781998935	0	0	ZR751_BREAST	BRCA	ENSG00000268460.ZR751_BREAST
ENSG00000182165	-0.526851058318374	-1.71385305470677	0	0.000255532841525198	ZR751_BREAST	BRCA	ENSG00000182165.ZR751_BREAST
ENSG00000270605	-0.537563238015652	-1.7269245499537	0	0.00027876309984567	ZR751_BREAST	BRCA	ENSG00000270605.ZR751_BREAST
ENSG00000249306	-0.516238010026184	-1.6745554799933	0	0.000550378427900426	ZR751_BREAST	BRCA	ENSG00000249306.ZR751_BREAST
ENSG00000237886	-0.511688145922094	-1.65782520351251	0	0.000657084449636223	ZR751_BREAST	BRCA	ENSG00000237886.ZR751_BREAST
ENSG00000230098	-0.51210298157233	-1.65238557411442	0	0.000681420910733861	ZR751_BREAST	BRCA	ENSG00000230098.ZR751_BREAST
ENSG00000268355	-0.581916514710677	-1.91754266336037	0	0	ZR7530_BREAST	BRCA	ENSG00000268355.ZR7530_BREAST
ENSG00000246640	-0.584183875007753	-1.92096573346752	0	0	ZR7530_BREAST	BRCA	ENSG00000246640.ZR7530_BREAST
ENSG00000268460	-0.691947292553208	-1.95426753804785	0	0	ZR7530_BREAST	BRCA	ENSG00000268460.ZR7530_BREAST
ENSG00000234546	-0.598003013324606	-1.96990520067219	0	0	ZR7530_BREAST	BRCA	ENSG00000234546.ZR7530_BREAST
ENSG00000253878	-0.600456037151009	-1.97118743507227	0	0	ZR7530_BREAST	BRCA	ENSG00000253878.ZR7530_BREAST
ENSG00000225511	-0.601020949445007	-1.97663850241459	0	0	ZR7530_BREAST	BRCA	ENSG00000225511.ZR7530_BREAST
ENSG00000224818	-0.62018299624722	-2.04342297804965	0	0	ZR7530_BREAST	BRCA	ENSG00000224818.ZR7530_BREAST
ENSG00000248429	-0.554977950913674	-1.83182847493583	0	0.000109847860712913	ZR7530_BREAST	BRCA	ENSG00000248429.ZR7530_BREAST
ENSG00000224592	-0.709924129473752	-1.84727565962766	0.00128205128040763	0.000123578843302027	ZR7530_BREAST	BRCA	ENSG00000224592.ZR7530_BREAST
ENSG00000204666	-0.560107362312658	-1.77463436967479	0	0.000179751044802948	ZR7530_BREAST	BRCA	ENSG00000204666.ZR7530_BREAST
ENSG00000226965	-0.542191863557106	-1.77627599088069	0	0.000197726149283243	ZR7530_BREAST	BRCA	ENSG00000226965.ZR7530_BREAST
ENSG00000237886	-0.520010469962734	-1.71229460277952	0	0.000494315373208107	ZR7530_BREAST	BRCA	ENSG00000237886.ZR7530_BREAST
ENSG00000270605	-0.514122159320609	-1.68027662507332	0	0.000608388151640747	ZR7530_BREAST	BRCA	ENSG00000270605.ZR7530_BREAST
ENSG00000182165	-0.506393831425619	-1.67517688309925	0	0.000776781300755596	ZR7530_BREAST	BRCA	ENSG00000182165.ZR7530_BREAST
ENSG00000249306	-0.505816437223293	-1.6650595355036	0	0.000790904597132971	ZR7530_BREAST	BRCA	ENSG00000249306.ZR7530_BREAST
ENSG00000248429	-0.507505122270852	-1.76737518595216	0	0	ZR75B_BREAST	BRCA	ENSG00000248429.ZR75B_BREAST
ENSG00000234546	-0.523092627670368	-1.80986949252274	0	0	ZR75B_BREAST	BRCA	ENSG00000234546.ZR75B_BREAST
ENSG00000246640	-0.522183431668088	-1.8101067679477	0	0	ZR75B_BREAST	BRCA	ENSG00000246640.ZR75B_BREAST
ENSG00000253878	-0.527142379779828	-1.81794547261673	0	0	ZR75B_BREAST	BRCA	ENSG00000253878.ZR75B_BREAST
ENSG00000225511	-0.528391246516943	-1.8277649026507	0	0	ZR75B_BREAST	BRCA	ENSG00000225511.ZR75B_BREAST
ENSG00000268355	-0.529973455321621	-1.84255109558597	0	0	ZR75B_BREAST	BRCA	ENSG00000268355.ZR75B_BREAST
ENSG00000224818	-0.543807105521576	-1.88436073187534	0	0	ZR75B_BREAST	BRCA	ENSG00000224818.ZR75B_BREAST
