cell_line	geneSet	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	cantype	comb	CCLE_name
ACH-000330	ENSG00000224592	-0.70769659356806	-1.65285504492185	0	0	BRCA	ENSG00000224592.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000253878	-0.661186850368077	-1.67636837983631	0	0	BRCA	ENSG00000253878.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000268355	-0.663425630819041	-1.68795445620926	0	0	BRCA	ENSG00000268355.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000246640	-0.665270261098473	-1.69111978360774	0	0	BRCA	ENSG00000246640.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000268460	-0.712154941108223	-1.69524989678643	0	0	BRCA	ENSG00000268460.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000225511	-0.674034357816131	-1.71021602667618	0	0	BRCA	ENSG00000225511.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000234546	-0.67402243220213	-1.711801743912	0	0	BRCA	ENSG00000234546.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000224818	-0.693415344348615	-1.76223526855701	0	0	BRCA	ENSG00000224818.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000248429	-0.642323908717254	-1.63563885034886	0	0.000111963003529269	BRCA	ENSG00000248429.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000226965	-0.618569937194462	-1.56892014554786	0	0.000503833515881709	BRCA	ENSG00000226965.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000182165	-0.596900956612987	-1.52246689077694	0	0.000732848750373394	BRCA	ENSG00000182165.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000249306	-0.585723668582891	-1.48723084050194	0	0.000935690815208887	BRCA	ENSG00000249306.ACH-000330	EFM19_BREAST
ACH-000330	ENSG00000230098	-0.586337820127974	-1.4868268138648	0	0.000940489229645856	BRCA	ENSG00000230098.ACH-000330	EFM19_BREAST
ACH-000337	ENSG00000237886	-0.615425293705028	-1.64789474942372	0	0	LUAD	ENSG00000237886.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000234546	-0.630308713782158	-1.67813665324358	0	0	LUAD	ENSG00000234546.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000224818	-0.638380523065159	-1.70451384914486	0	0	LUAD	ENSG00000224818.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000225511	-0.652792328429063	-1.71101324576833	0	0	LUAD	ENSG00000225511.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000224666	-0.71866784757856	-1.72223048904646	0	0	LUAD	ENSG00000224666.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000248429	-0.67041379567708	-1.73545429064908	0	0	LUAD	ENSG00000248429.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000253878	-0.673309061460317	-1.79347630243111	0	0	LUAD	ENSG00000253878.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000262445	-0.681319042717611	-1.8045702630345	0	0	LUAD	ENSG00000262445.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000272081	-0.682921416758288	-1.81772189381979	0	0	LUAD	ENSG00000272081.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000268355	-0.687661634680526	-1.82404066537657	0	0	LUAD	ENSG00000268355.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000263718	-0.683066880633034	-1.82431039186166	0	0	LUAD	ENSG00000263718.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000268812	-0.689685888364779	-1.83488529640977	0	0	LUAD	ENSG00000268812.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000204666	-0.708921493629817	-1.86419255745499	0	0	LUAD	ENSG00000204666.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000268460	-0.72332412512365	-1.8955863633435	0	0	LUAD	ENSG00000268460.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000246640	-0.7104156802433	-1.89846753108489	0	0	LUAD	ENSG00000246640.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000255400	-0.601267108252194	-1.51662081492645	0	0.00031294096226501	LUAD	ENSG00000255400.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000270605	-0.551290873262923	-1.4769303165116	0	0.000530158806660722	LUAD	ENSG00000270605.ACH-000337	NCIH3122_LUNG
ACH-000337	ENSG00000182165	-0.55220820455524	-1.47251560824392	0	0.000723241335012467	LUAD	ENSG00000182165.ACH-000337	NCIH3122_LUNG
ACH-000339	ENSG00000224666	-0.725468240540764	-1.57835214014694	0	0	LUAD	ENSG00000224666.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000237886	-0.67039613976569	-1.58418990171345	0	0	LUAD	ENSG00000237886.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000234546	-0.675391160083262	-1.58862269703507	0	0	LUAD	ENSG00000234546.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000225511	-0.696873492497374	-1.61124551323487	0	0	LUAD	ENSG00000225511.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000224818	-0.688860393896796	-1.62540945458553	0	0	LUAD	ENSG00000224818.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000262445	-0.713950634207979	-1.66741789364532	0	0	LUAD	ENSG00000262445.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000248429	-0.731367783556621	-1.66869566567228	0	0	LUAD	ENSG00000248429.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000272081	-0.714297532576761	-1.67850926750037	0	0	LUAD	ENSG00000272081.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000253878	-0.71679270924217	-1.68556874069446	0	0	LUAD	ENSG00000253878.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000263718	-0.719647774176838	-1.69509354566982	0	0	LUAD	ENSG00000263718.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000204666	-0.735208344802702	-1.70730924167406	0	0	LUAD	ENSG00000204666.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000268355	-0.727733535962879	-1.70938609432494	0	0	LUAD	ENSG00000268355.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000268812	-0.733463421173794	-1.71642838193496	0	0	LUAD	ENSG00000268812.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000268460	-0.748141716814312	-1.73848141834558	0	0	LUAD	ENSG00000268460.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000246640	-0.744012182772539	-1.74884914891557	0	0	LUAD	ENSG00000246640.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000255400	-0.648671521619458	-1.45488630689168	0.001001000999999	0.00018761939415992	LUAD	ENSG00000255400.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000270605	-0.612363437328152	-1.44793157705455	0	0.000235443945612449	LUAD	ENSG00000270605.ACH-000339	HCC461_LUNG
ACH-000339	ENSG00000182165	-0.596520601656749	-1.40486100942782	0	0.000778273042441149	LUAD	ENSG00000182165.ACH-000339	HCC461_LUNG
ACH-000344	ENSG00000182165	-0.692766667978305	-1.81451212954505	0	0	STAD	ENSG00000182165.ACH-000344	SNU668_STOMACH
ACH-000344	ENSG00000258602	-0.717764472265694	-1.81927116948632	0	0	STAD	ENSG00000258602.ACH-000344	SNU668_STOMACH
ACH-000344	ENSG00000253878	-0.706526309597592	-1.83587027424394	0	0	STAD	ENSG00000253878.ACH-000344	SNU668_STOMACH
ACH-000344	ENSG00000224818	-0.707975366764284	-1.84129270844516	0	0	STAD	ENSG00000224818.ACH-000344	SNU668_STOMACH
ACH-000344	ENSG00000237886	-0.71476839937569	-1.88641933226288	0	0	STAD	ENSG00000237886.ACH-000344	SNU668_STOMACH
ACH-000344	ENSG00000248429	-0.753563517508971	-1.9836288656255	0	0	STAD	ENSG00000248429.ACH-000344	SNU668_STOMACH
ACH-000344	ENSG00000272081	-0.678325667645792	-1.73646703325902	0	0.000129048909536714	STAD	ENSG00000272081.ACH-000344	SNU668_STOMACH
ACH-000344	ENSG00000268355	-0.643553089750301	-1.63108604651102	0	0.000790424570912376	STAD	ENSG00000268355.ACH-000344	SNU668_STOMACH
ACH-000348	ENSG00000234546	-0.711405250725769	-1.66477105949696	0	0	SKCM	ENSG00000234546.ACH-000348	RPMI7951_SKIN
ACH-000348	ENSG00000225511	-0.74670008907499	-1.71552223219212	0	0	SKCM	ENSG00000225511.ACH-000348	RPMI7951_SKIN
ACH-000348	ENSG00000182165	-0.724883496937022	-1.72478093771168	0	0	SKCM	ENSG00000182165.ACH-000348	RPMI7951_SKIN
ACH-000348	ENSG00000224666	-0.757837937072223	-1.76418505514349	0	0	SKCM	ENSG00000224666.ACH-000348	RPMI7951_SKIN
ACH-000348	ENSG00000224818	-0.777335433601044	-1.77806375527277	0	0	SKCM	ENSG00000224818.ACH-000348	RPMI7951_SKIN
ACH-000348	ENSG00000272081	-0.807176283027628	-1.86928622883167	0	0	SKCM	ENSG00000272081.ACH-000348	RPMI7951_SKIN
ACH-000352	ENSG00000234546	-0.706446631344325	-1.7002506716275	0	0	BRCA	ENSG00000234546.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000224818	-0.71607785968516	-1.72579609243777	0	0	BRCA	ENSG00000224818.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000224592	-0.782560462652183	-1.75240874771314	0	0	BRCA	ENSG00000224592.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000248429	-0.671412285112943	-1.62363423300864	0	0.000112233445566779	BRCA	ENSG00000248429.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000253878	-0.680181688562902	-1.63511786284463	0	0.000126262626262626	BRCA	ENSG00000253878.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000246640	-0.688823946392874	-1.66303663667855	0	0.000144300144300144	BRCA	ENSG00000246640.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000268355	-0.690951827974986	-1.66933164061595	0	0.000168350168350168	BRCA	ENSG00000268355.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000268460	-0.734333481118026	-1.67274056909187	0	0.000202020202020202	BRCA	ENSG00000268460.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000225511	-0.695519442986244	-1.674749088932	0	0.000252525252525253	BRCA	ENSG00000225511.ACH-000352	HCC1428_BREAST
ACH-000352	ENSG00000226965	-0.643418259779708	-1.55191408382619	0	0.000303030303030303	BRCA	ENSG00000226965.ACH-000352	HCC1428_BREAST
ACH-000356	ENSG00000258602	-0.697399478900829	-1.80225643308646	0	0	STAD	ENSG00000258602.ACH-000356	MKN45_STOMACH
ACH-000356	ENSG00000182165	-0.681405920744202	-1.82410949012771	0	0	STAD	ENSG00000182165.ACH-000356	MKN45_STOMACH
ACH-000356	ENSG00000237886	-0.701337842219922	-1.89132074628074	0	0	STAD	ENSG00000237886.ACH-000356	MKN45_STOMACH
ACH-000356	ENSG00000248429	-0.733318384499692	-1.98478100615286	0	0	STAD	ENSG00000248429.ACH-000356	MKN45_STOMACH
ACH-000356	ENSG00000253878	-0.664291690158379	-1.77203623214944	0	0.000137901869029998	STAD	ENSG00000253878.ACH-000356	MKN45_STOMACH
ACH-000356	ENSG00000272081	-0.67730980333675	-1.7761949616486	0	0.000160885513868331	STAD	ENSG00000272081.ACH-000356	MKN45_STOMACH
ACH-000356	ENSG00000224818	-0.670064248658042	-1.78968771029117	0	0.000193062616641998	STAD	ENSG00000224818.ACH-000356	MKN45_STOMACH
ACH-000374	ENSG00000225511	-0.677815356520423	-1.67851721395528	0	0	BRCA	ENSG00000225511.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000268355	-0.675956037109968	-1.67918232380598	0	0	BRCA	ENSG00000268355.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000253878	-0.679480276860008	-1.68138425543597	0	0	BRCA	ENSG00000253878.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000234546	-0.679500778109214	-1.68228068101759	0	0	BRCA	ENSG00000234546.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000246640	-0.679455584180895	-1.68578977169327	0	0	BRCA	ENSG00000246640.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000268460	-0.731956919383504	-1.72038857176954	0	0	BRCA	ENSG00000268460.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000224818	-0.698306343306749	-1.72942709116682	0	0	BRCA	ENSG00000224818.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000248429	-0.65214451173163	-1.6215698100334	0	0.000126063316671051	BRCA	ENSG00000248429.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000224592	-0.702487636019564	-1.60100807904667	0.00101214574796342	0.000224112562970758	BRCA	ENSG00000224592.ACH-000374	HCC1143_BREAST
ACH-000374	ENSG00000226965	-0.625385253802411	-1.54954868917481	0	0.000806805226694729	BRCA	ENSG00000226965.ACH-000374	HCC1143_BREAST
ACH-000397	ENSG00000204666	-0.666513169619543	-1.56450367693315	0	0	UCEC	ENSG00000204666.ACH-000397	TEN_ENDOMETRIUM
ACH-000397	ENSG00000248429	-0.658092277857176	-1.56529753547797	0	0	UCEC	ENSG00000248429.ACH-000397	TEN_ENDOMETRIUM
ACH-000397	ENSG00000237886	-0.656002715806104	-1.56636217667428	0	0	UCEC	ENSG00000237886.ACH-000397	TEN_ENDOMETRIUM
ACH-000397	ENSG00000182165	-0.696380629098759	-1.66188385709311	0	0	UCEC	ENSG00000182165.ACH-000397	TEN_ENDOMETRIUM
ACH-000401	ENSG00000225511	-0.689859327028604	-1.73234689469614	0	0	SKCM	ENSG00000225511.ACH-000401	COLO800_SKIN
ACH-000401	ENSG00000234546	-0.707699740841597	-1.80051729290017	0	0	SKCM	ENSG00000234546.ACH-000401	COLO800_SKIN
ACH-000401	ENSG00000182165	-0.692922583492082	-1.80816154131522	0	0	SKCM	ENSG00000182165.ACH-000401	COLO800_SKIN
ACH-000401	ENSG00000224818	-0.723919314814293	-1.81697339517014	0	0	SKCM	ENSG00000224818.ACH-000401	COLO800_SKIN
ACH-000401	ENSG00000224666	-0.731667374227571	-1.86355088525479	0	0	SKCM	ENSG00000224666.ACH-000401	COLO800_SKIN
ACH-000401	ENSG00000272081	-0.787444977943753	-1.97929648221471	0	0	SKCM	ENSG00000272081.ACH-000401	COLO800_SKIN
ACH-000401	ENSG00000270605	-0.613380850398587	-1.60255735201917	0	0.000787006674125227	SKCM	ENSG00000270605.ACH-000401	COLO800_SKIN
ACH-000404	ENSG00000225511	-0.664395790820379	-1.78527246392652	0	0	SKCM	ENSG00000225511.ACH-000404	K029AX_SKIN
ACH-000404	ENSG00000234546	-0.683242710102044	-1.8862208434432	0	0	SKCM	ENSG00000234546.ACH-000404	K029AX_SKIN
ACH-000404	ENSG00000224818	-0.70533509759993	-1.89015609754483	0	0	SKCM	ENSG00000224818.ACH-000404	K029AX_SKIN
ACH-000404	ENSG00000182165	-0.672781550358707	-1.8976248098637	0	0	SKCM	ENSG00000182165.ACH-000404	K029AX_SKIN
ACH-000404	ENSG00000224666	-0.706803329741752	-1.9476442690397	0	0	SKCM	ENSG00000224666.ACH-000404	K029AX_SKIN
ACH-000404	ENSG00000272081	-0.783981311272581	-2.12063765201225	0	0	SKCM	ENSG00000272081.ACH-000404	K029AX_SKIN
ACH-000404	ENSG00000268355	-0.66753003283232	-1.68071924839024	0	0.000442570636602921	SKCM	ENSG00000268355.ACH-000404	K029AX_SKIN
ACH-000404	ENSG00000270605	-0.58119070395296	-1.63837617240403	0	0.000573702677077861	SKCM	ENSG00000270605.ACH-000404	K029AX_SKIN
ACH-000404	ENSG00000260193	-0.579823400015085	-1.63974403511071	0	0.000645415511712593	SKCM	ENSG00000260193.ACH-000404	K029AX_SKIN
ACH-000407	ENSG00000248429	-0.629134096026399	-1.55702440492662	0	0	UCEC	ENSG00000248429.ACH-000407	SNU685_ENDOMETRIUM
ACH-000407	ENSG00000204666	-0.641218986063658	-1.56763927440288	0	0	UCEC	ENSG00000204666.ACH-000407	SNU685_ENDOMETRIUM
ACH-000407	ENSG00000237886	-0.645173676092921	-1.59461440994133	0	0	UCEC	ENSG00000237886.ACH-000407	SNU685_ENDOMETRIUM
ACH-000407	ENSG00000182165	-0.672729260004911	-1.67772443117152	0	0	UCEC	ENSG00000182165.ACH-000407	SNU685_ENDOMETRIUM
ACH-000414	ENSG00000237886	-0.658684922021021	-1.58176744809454	0	0	LUAD	ENSG00000237886.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000234546	-0.669825886805835	-1.60251673194094	0	0	LUAD	ENSG00000234546.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000224666	-0.749548437369128	-1.64578403280493	0	0	LUAD	ENSG00000224666.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000224818	-0.6859930012684	-1.64954844940527	0	0	LUAD	ENSG00000224818.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000225511	-0.708180822822723	-1.67224037368376	0	0	LUAD	ENSG00000225511.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000248429	-0.7176822835177	-1.67698702977632	0	0	LUAD	ENSG00000248429.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000262445	-0.714874785707447	-1.69607252097638	0	0	LUAD	ENSG00000262445.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000253878	-0.717920897852762	-1.71744935049869	0	0	LUAD	ENSG00000253878.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000272081	-0.719463941783732	-1.7213532889781	0	0	LUAD	ENSG00000272081.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000268355	-0.723655045925977	-1.72201728706906	0	0	LUAD	ENSG00000268355.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000263718	-0.720715103054566	-1.7300890022633	0	0	LUAD	ENSG00000263718.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000268812	-0.726335252057947	-1.73431934460763	0	0	LUAD	ENSG00000268812.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000204666	-0.729921188969403	-1.73512307770131	0	0	LUAD	ENSG00000204666.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000268460	-0.73951703057211	-1.74856265632317	0	0	LUAD	ENSG00000268460.ACH-000414	NCIH1944_LUNG
ACH-000414	ENSG00000246640	-0.749242442816939	-1.7968649070295	0	0	LUAD	ENSG00000246640.ACH-000414	NCIH1944_LUNG
ACH-000415	ENSG00000230098	-0.819293850588618	-1.6785371774767	0	0	HNSC	ENSG00000230098.ACH-000415	BICR6_UPPER_AERODIGESTIVE_TRACT
ACH-000415	ENSG00000272081	-0.742448203736512	-1.76696545190645	0	0	HNSC	ENSG00000272081.ACH-000415	BICR6_UPPER_AERODIGESTIVE_TRACT
ACH-000415	ENSG00000268355	-0.702819201945233	-1.65590635610249	0	0.00032191189915144	HNSC	ENSG00000268355.ACH-000415	BICR6_UPPER_AERODIGESTIVE_TRACT
ACH-000415	ENSG00000248429	-0.668023622907134	-1.58903801054919	0	0.000965735697454321	HNSC	ENSG00000248429.ACH-000415	BICR6_UPPER_AERODIGESTIVE_TRACT
ACH-000416	ENSG00000248429	-0.72915291897567	-1.67164291835232	0	0	LUAD	ENSG00000248429.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000268355	-0.716691817714825	-1.67860943676856	0	0	LUAD	ENSG00000268355.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000262445	-0.719204348080041	-1.68158462448695	0	0	LUAD	ENSG00000262445.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000253878	-0.716433849385863	-1.68829267884185	0	0	LUAD	ENSG00000253878.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000263718	-0.715920640125989	-1.69053840313046	0	0	LUAD	ENSG00000263718.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000272081	-0.724015883951001	-1.70234944335235	0	0	LUAD	ENSG00000272081.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000268812	-0.72671223436542	-1.71244375798354	0	0	LUAD	ENSG00000268812.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000204666	-0.744428458198674	-1.73172651673824	0	0	LUAD	ENSG00000204666.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000246640	-0.736452339598798	-1.73256413639201	0	0	LUAD	ENSG00000246640.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000268460	-0.752143886946737	-1.74700347653123	0	0	LUAD	ENSG00000268460.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000237886	-0.668978219691397	-1.57709562957963	0	6.67303638321428e-05	LUAD	ENSG00000237886.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000234546	-0.679250503910646	-1.59866515779492	0	7.14968183915816e-05	LUAD	ENSG00000234546.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000225511	-0.696298156353289	-1.60152095599887	0	7.69965736524725e-05	LUAD	ENSG00000225511.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000224818	-0.687291740989617	-1.61863680226466	0	8.34129547901785e-05	LUAD	ENSG00000224818.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000224666	-0.746991428934732	-1.62326651707785	0.00101936799080595	9.09959506801947e-05	LUAD	ENSG00000224666.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000182165	-0.609822234300052	-1.43347585863197	0	0.000875836025296874	LUAD	ENSG00000182165.ACH-000416	NCIH838_LUNG
ACH-000416	ENSG00000270605	-0.605508400072987	-1.42957573347445	0	0.000942075724689075	LUAD	ENSG00000270605.ACH-000416	NCIH838_LUNG
ACH-000425	ENSG00000234546	-0.731116454714022	-1.72897164943893	0	0	SKCM	ENSG00000234546.ACH-000425	UACC62_SKIN
ACH-000425	ENSG00000224666	-0.739408549487656	-1.74624311551276	0	0	SKCM	ENSG00000224666.ACH-000425	UACC62_SKIN
ACH-000425	ENSG00000224818	-0.761053066736132	-1.7530646887746	0	0	SKCM	ENSG00000224818.ACH-000425	UACC62_SKIN
ACH-000425	ENSG00000182165	-0.730576879244033	-1.7534894877811	0	0	SKCM	ENSG00000182165.ACH-000425	UACC62_SKIN
ACH-000425	ENSG00000272081	-0.815021913999819	-1.88109353951973	0	0	SKCM	ENSG00000272081.ACH-000425	UACC62_SKIN
ACH-000425	ENSG00000225511	-0.704690097168124	-1.62849185087718	0	0.000161516097771078	SKCM	ENSG00000225511.ACH-000425	UACC62_SKIN
ACH-000427	ENSG00000258602	-0.693318676623765	-1.763589088668	0	0	STAD	ENSG00000258602.ACH-000427	NCIN87_STOMACH
ACH-000427	ENSG00000182165	-0.676191014808236	-1.78296263397461	0	0	STAD	ENSG00000182165.ACH-000427	NCIN87_STOMACH
ACH-000427	ENSG00000224818	-0.689901963302655	-1.80498865818981	0	0	STAD	ENSG00000224818.ACH-000427	NCIN87_STOMACH
ACH-000427	ENSG00000272081	-0.705220497496878	-1.80941103483313	0	0	STAD	ENSG00000272081.ACH-000427	NCIN87_STOMACH
ACH-000427	ENSG00000253878	-0.702033776900408	-1.83428738933877	0	0	STAD	ENSG00000253878.ACH-000427	NCIN87_STOMACH
ACH-000427	ENSG00000237886	-0.704861610597601	-1.86689146383062	0	0	STAD	ENSG00000237886.ACH-000427	NCIN87_STOMACH
ACH-000427	ENSG00000248429	-0.745500910742361	-1.9770284126695	0	0	STAD	ENSG00000248429.ACH-000427	NCIN87_STOMACH
ACH-000427	ENSG00000268355	-0.639441126234439	-1.6288938485102	0	0.000604176064961011	STAD	ENSG00000268355.ACH-000427	NCIN87_STOMACH
ACH-000450	ENSG00000225511	-0.671972570088943	-1.72950048757722	0	0	SKCM	ENSG00000225511.ACH-000450	MELHO_SKIN
ACH-000450	ENSG00000234546	-0.688451909832684	-1.82221332536851	0	0	SKCM	ENSG00000234546.ACH-000450	MELHO_SKIN
ACH-000450	ENSG00000182165	-0.691406974054831	-1.85540119591182	0	0	SKCM	ENSG00000182165.ACH-000450	MELHO_SKIN
ACH-000450	ENSG00000224666	-0.709676837583932	-1.86089235562472	0	0	SKCM	ENSG00000224666.ACH-000450	MELHO_SKIN
ACH-000450	ENSG00000224818	-0.744265878048097	-1.92384344961276	0	0	SKCM	ENSG00000224818.ACH-000450	MELHO_SKIN
ACH-000450	ENSG00000272081	-0.801551441020799	-2.08046010811765	0	0	SKCM	ENSG00000272081.ACH-000450	MELHO_SKIN
ACH-000450	ENSG00000237886	-0.660216650887654	-1.67573723030784	0.00101317122491067	0.000139252061704136	SKCM	ENSG00000237886.ACH-000450	MELHO_SKIN
ACH-000450	ENSG00000270605	-0.598345395032278	-1.61024740736242	0	0.000609227769955594	SKCM	ENSG00000270605.ACH-000450	MELHO_SKIN
ACH-000458	ENSG00000224818	-0.718192694503642	-1.7067366485476	0	0	SKCM	ENSG00000224818.ACH-000458	CJM_SKIN
ACH-000458	ENSG00000234546	-0.715444559419938	-1.74161589806058	0	0	SKCM	ENSG00000234546.ACH-000458	CJM_SKIN
ACH-000458	ENSG00000182165	-0.707155602624612	-1.75582286609606	0	0	SKCM	ENSG00000182165.ACH-000458	CJM_SKIN
ACH-000458	ENSG00000224666	-0.754916888886539	-1.84966800529828	0	0	SKCM	ENSG00000224666.ACH-000458	CJM_SKIN
ACH-000458	ENSG00000272081	-0.812749999164662	-1.93163626484192	0	0	SKCM	ENSG00000272081.ACH-000458	CJM_SKIN
ACH-000458	ENSG00000225511	-0.695205183981976	-1.64899189016957	0	0.000161516097771078	SKCM	ENSG00000225511.ACH-000458	CJM_SKIN
ACH-000460	ENSG00000237886	-0.723369868168942	-1.6344655904157	0	0	OV	ENSG00000237886.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000246640	-0.703504958916481	-1.66801070227999	0	0	OV	ENSG00000246640.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000253878	-0.70709370674027	-1.66897868270421	0	0	OV	ENSG00000253878.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000248100	-0.712142781923965	-1.69737290604807	0	0	OV	ENSG00000248100.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000272081	-0.737921506270322	-1.70522468787848	0	0	OV	ENSG00000272081.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000268355	-0.729415515654659	-1.71217117197482	0	0	OV	ENSG00000268355.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000268460	-0.730466475678018	-1.73361399939452	0	0	OV	ENSG00000268460.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000258602	-0.758571464079917	-1.73573459872941	0	0	OV	ENSG00000258602.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000268812	-0.728555197107722	-1.73751417316394	0	0	OV	ENSG00000268812.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000248429	-0.735143916007731	-1.74810907527848	0	0	OV	ENSG00000248429.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000234546	-0.849961828269269	-1.92556837675535	0	0	OV	ENSG00000234546.ACH-000460	SNU8_OVARY
ACH-000460	ENSG00000224818	-0.723349370149576	-1.56470098941915	0.00102774922813181	8.34752412434472e-05	OV	ENSG00000224818.ACH-000460	SNU8_OVARY
ACH-000466	ENSG00000253878	-0.689722023467644	-1.68653586859014	0	0	STAD	ENSG00000253878.ACH-000466	SNU216_STOMACH
ACH-000466	ENSG00000224818	-0.694071774611902	-1.69056494129545	0	0	STAD	ENSG00000224818.ACH-000466	SNU216_STOMACH
ACH-000466	ENSG00000182165	-0.693776183691535	-1.69755779338061	0	0	STAD	ENSG00000182165.ACH-000466	SNU216_STOMACH
ACH-000466	ENSG00000237886	-0.72117842988888	-1.77377284604314	0	0	STAD	ENSG00000237886.ACH-000466	SNU216_STOMACH
